"","City","ProtestCount","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","VictimsCountPreGF","VictimsCountPreGFBlack","VictimsCountPreGFHighThreat"
"92","apple valley, minnesota",1,"2701900",52889,4585,4578,10861,35461,3966,731,411,2418,15969,0.450325709934858,0.0866909943466505,0.998473282442748,NA,NA,NA
"93","appleton, wisconsin",3,"5502375",74139,2491,2370,11011,48821,3727,1051,523,4265,16312,0.334118514573647,0.0335990504322961,0.951425130469691,4,2,1
"94","appomattox, virginia",1,"5102072",1856,410,404,175,1239,51,6,16,36,248,0.200161420500404,0.220905172413793,0.985365853658537,NA,NA,NA
"95","arcata, california",1,"0602476",18178,477,338,2915,9619,989,401,372,6525,4677,0.486225179332571,0.0262405105072065,0.708595387840671,1,1,1
"96","ardmore, oklahoma",1,"4002600",24821,2379,2273,1949,16523,1135,324,191,939,3599,0.217817587605156,0.0958462592159865,0.955443463640185,NA,NA,NA
"97","ardmore, pennsylvania",2,"4202896",12808,1198,1198,2907,9299,2300,734,430,451,6371,0.685127433057318,0.0935352904434728,1,NA,NA,NA
"98","arkadelphia, arkansas",1,"0501870",10670,3444,2832,931,4985,433,108,187,3321,1659,0.332798395185557,0.322774133083411,0.822299651567944,NA,NA,NA
"99","arlington heights, illinois",2,"1702154",75482,1323,1271,20083,55743,9822,1609,787,2174,32301,0.579462892201711,0.0175273575156991,0.960695389266818,NA,NA,NA
"100","arlington, massachusetts",1,"2501640",45304,1403,1319,9961,33360,9198,1787,2693,1383,23639,0.708603117505995,0.0309685678968744,0.940128296507484,NA,NA,NA
"101","arlington, texas",10,"4804000",395477,89957,88690,51308,249392,18399,2961,2958,27885,75626,0.303241483287355,0.227464555460874,0.985915492957746,10,5,8
"102","arlington, virginia",9,"5103000",233464,21360,20537,60599,172979,46900,14386,8367,6936,130252,0.752993137895351,0.0914916218346297,0.961470037453183,1,NA,1
"103","arvin, california",1,"0602924",21249,124,124,161,10730,45,0,0,1255,206,0.0191985088536813,0.00583556873264624,1,2,NA,NA
"104","asbury park, new jersey",2,"3401960",15597,6874,6856,2084,10917,938,133,175,584,3330,0.305028854080791,0.440725780598833,0.997381437299971,1,NA,NA
"105","ashbury park, new jersey",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","asheboro, north carolina",2,"3702080",25852,3164,3076,2221,17226,761,88,62,1225,3132,0.181818181818182,0.122388983444221,0.972187104930468,1,NA,1
"107","asheville, north carolina",19,"3702140",91560,10284,9961,20073,67141,8603,2593,1544,5435,32813,0.488717773044786,0.112319790301442,0.968591987553481,1,NA,1
"108","ashfield, massachusetts",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","ashland, alabama",1,"0102860",1447,444,426,72,1082,6,0,21,54,99,0.0914972273567468,0.306841741534209,0.959459459459459,NA,NA,NA
"110","ashland, kentucky",1,"2102368",20626,397,376,1792,14103,1130,312,101,847,3335,0.236474508969723,0.0192475516338602,0.947103274559194,NA,NA,NA
"111","ashland, ohio",55,"3902568",20390,301,200,2275,12946,1001,136,118,2361,3530,0.272671095319017,0.0147621383030898,0.664451827242525,NA,NA,NA
"112","ashland, oregon",3,"4103050",21056,300,261,4526,15204,2842,891,686,2030,8945,0.588332017890029,0.0142477203647416,0.87,NA,NA,NA
"113","ashland, virginia",1,"5103368",7750,1653,1489,771,4568,390,90,132,1555,1383,0.302758318739054,0.213290322580645,0.900786448880823,NA,NA,NA
"114","ashland, wisconsin",3,"5503225",7892,93,74,798,5309,273,120,68,636,1259,0.237144471651912,0.0117840851495185,0.795698924731183,2,NA,NA
"115","ashtabula, ohio",1,"3902638",18171,1489,1479,990,12290,283,59,56,555,1388,0.112937347436941,0.0819437565351384,0.993284083277367,1,NA,NA
"116","aspen, colorado",5,"0803620",7431,45,45,2651,5740,650,387,120,243,3808,0.663414634146341,0.0060557125555107,1,NA,NA,NA
"117","aston, pennsylvania",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","astoria, oregon",1,"4103150",9836,35,29,1423,7358,726,96,103,335,2348,0.319108453384072,0.0035583570557137,0.828571428571429,NA,NA,NA
"119","atchison, kansas",1,"2002900",10598,416,371,866,6190,553,47,120,1548,1586,0.256219709208401,0.039252689186639,0.891826923076923,NA,NA,NA
"120","athena, ohio",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","athens, alabama",2,"0102956",25922,4436,4248,3976,18441,1066,336,181,1417,5559,0.301447860745079,0.171128770928169,0.957619477006312,NA,NA,NA
"122","athens, georgia",30,"1303440",124719,34872,33456,15403,69851,9335,2068,3926,26229,30732,0.439965068502956,0.279604551030717,0.959394356503785,6,NA,5
"123","athens, ohio",5,"3902736",24984,1396,745,1883,7459,1878,146,1066,14558,4973,0.666711355409572,0.0558757604867115,0.533667621776504,NA,NA,NA
"124","athens, tennessee",1,"4702320",13851,1285,1176,1288,9445,441,82,62,830,1873,0.198305982001059,0.092773084975814,0.915175097276265,NA,NA,NA
"125","atherton, california",1,"0603092",7168,62,13,1533,4808,1367,708,330,671,3938,0.819051580698835,0.00864955357142857,0.209677419354839,NA,NA,NA
"126","athol, massachusetts",2,"2502515",8617,98,98,670,5918,292,0,42,382,1004,0.169651909428861,0.0113728675873274,1,NA,NA,NA
"127","atlanta, georgia",29,"1304000",488800,249063,233453,95832,331418,49890,17613,8267,45634,171602,0.517781170606304,0.50953968903437,0.937325094454014,16,14,8
"128","atlantic, new jersey",4,"3402080",37999,13315,13261,2711,24991,1053,162,129,2152,4055,0.16225841302869,0.350403957998895,0.995944423582426,NA,NA,NA
"129","atoka, oklahoma",1,"4003300",2973,130,120,178,1953,46,17,0,34,241,0.123399897593446,0.0437268752102254,0.923076923076923,NA,NA,NA
"130","attleboro, massachusetts",1,"2502690",44789,1992,1971,6969,32405,2597,458,208,1443,10232,0.315753741706527,0.0444752059657505,0.989457831325301,NA,NA,NA
"131","auburn, alabama",3,"0103076",64054,11760,10998,9942,31641,5354,980,2066,18143,18342,0.579690907367024,0.183595091641428,0.935204081632653,NA,NA,NA
"132","auburn, california",2,"0603204",14011,58,53,2452,10490,961,342,188,789,3943,0.375881792183031,0.00413960459638855,0.913793103448276,1,NA,1
"133","auburn, indiana",3,"1802674",13056,100,95,1263,8936,434,127,0,435,1824,0.204118173679499,0.0076593137254902,0.95,NA,NA,NA
"134","auburn, maine",2,"2302060",23187,310,263,2911,16441,1136,315,322,1146,4684,0.284897512316769,0.0133695605296071,0.848387096774194,1,NA,1
"135","auburn, nebraska",2,"3102655",3311,6,5,407,2311,164,32,34,78,637,0.275638251839031,0.00181214134702507,0.833333333333333,NA,NA,NA
"136","auburn, new york",2,"3603078",26601,2500,1343,2544,19212,1184,183,75,1434,3986,0.207474495107225,0.0939814292695763,0.5372,NA,NA,NA
"137","auburn, washington",1,"5303180",80134,4907,4802,9843,52528,3087,618,363,4239,13911,0.264830185805666,0.0612349314897547,0.978601997146933,3,1,1
"138","augusta, georgia",7,"1304204",197191,112850,108895,17057,128819,6732,2467,1597,10964,27853,0.216218104472166,0.57228778189674,0.964953478068232,2,2,2
"139","augusta, maine",2,"2302100",18605,173,154,2554,13854,750,142,201,806,3647,0.263245272123574,0.00929857565170653,0.890173410404624,NA,NA,NA
"140","aurora, colorado",11,"0804000",369111,60909,60415,48323,242357,18703,2799,2253,15513,72078,0.297404242501764,0.165015401870982,0.991889540133642,11,6,5
"141","aurora, illinois",1,"1703012",199927,20176,19968,23504,123030,12038,1712,1144,9916,38398,0.312102739169308,0.100916834644645,0.989690721649485,2,1,2
"142","austin, texas",37,"4805000",950807,74441,70495,212650,658048,89256,21648,16767,69282,340321,0.517167440673021,0.0782924400009676,0.94699157722223,16,4,8
"143","auxvasse, missouri",1,"2902638",1078,8,4,91,728,16,0,0,12,107,0.146978021978022,0.00742115027829314,0.5,NA,NA,NA
"144","avon, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","avon, ohio",1,"3903352",22999,1137,1098,4831,14747,2399,484,211,729,7925,0.5373974367668,0.0494369320405235,0.965699208443272,NA,NA,NA
"146","avondale estates, georgia",1,"1304644",3144,235,235,901,2434,560,195,151,102,1807,0.74239934264585,0.0747455470737913,1,NA,NA,NA
"147","aztec, new mexico",1,"3505780",6530,102,102,376,4301,240,52,38,196,706,0.16414787258777,0.0156202143950995,1,NA,NA,NA
"148","babylon, new york",2,"3603408",12056,68,68,2730,8857,1554,321,152,447,4757,0.537089307892063,0.00564034505640345,1,NA,NA,NA
"149","bad axe, michigan",2,"2604740",2948,14,0,187,2082,63,27,6,52,283,0.135926993275696,0.00474898236092266,0,NA,NA,NA
"150","bainbridge island, washington",1,"5303736",24486,137,137,7147,17854,3608,1368,733,523,12856,0.720062731040663,0.00559503389692069,1,1,NA,1
"151","bainbridge, new york",2,"3604033",1340,5,4,175,854,102,17,3,10,297,0.347775175644028,0.00373134328358209,0.8,NA,NA,NA
"152","bakersfield, california",9,"0603526",377917,28793,28280,32418,226243,11680,3594,1814,23757,49506,0.218817819777849,0.0761886869339035,0.98218316952037,12,2,4
"153","bala cynwyd, pennsylvania",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","baldwinsville, new york",1,"3604198",7645,122,113,1229,5593,460,84,56,289,1829,0.327015912748078,0.0159581425768476,0.926229508196721,NA,NA,NA
"155","bally, pennsylvania",1,"4203984",1390,7,7,112,968,55,14,3,51,184,0.190082644628099,0.00503597122302158,1,NA,NA,NA
"156","baltimore, maryland",42,"2404000",609032,379751,367522,71022,423638,42290,12349,9527,35745,135188,0.319112072099292,0.623532096835634,0.967797319822726,13,11,9
"157","bandon, oregon",3,"4103800",3100,35,35,212,2453,196,22,41,39,471,0.192009783938035,0.0112903225806452,1,1,NA,1
"158","bangor, maine",1,"2302795",32095,576,480,4806,22785,2298,552,510,2971,8166,0.358393680052666,0.017946720673002,0.833333333333333,NA,NA,NA
"159","bangor, pennsylvania",1,"4204032",5208,0,0,313,3194,154,0,0,202,467,0.146211646837821,0,NA,1,NA,NA
"160","banks, oregon",1,"4103850",1812,5,5,226,1059,68,2,3,126,299,0.282341831916903,0.00275938189845475,1,NA,NA,NA
"161","banning, california",1,"0603820",31072,2551,2424,1993,21354,896,229,147,1287,3265,0.152898754331741,0.0820996395468589,0.950215601724814,1,NA,NA
"162","bar harbor, maine",3,"2302830",2292,159,159,360,1652,122,103,109,304,694,0.420096852300242,0.0693717277486911,1,NA,NA,NA
"163","barbourville, kentucky",1,"2103574",3072,95,0,170,1928,255,19,72,623,516,0.267634854771784,0.0309244791666667,0,1,NA,1
"164","barnstable, massachusetts",1,"2503690",44406,2565,2564,7435,33500,4122,908,480,1529,12945,0.386417910447761,0.05776246453182,0.999610136452242,NA,NA,NA
"165","barrington, illinois",2,"1703844",10290,160,71,2655,7054,1646,455,74,474,4830,0.684717890558548,0.0155490767735666,0.44375,NA,NA,NA
"166","barrington, rhode island",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","barstow, california",1,"0604030",23899,4355,4253,812,13969,444,16,13,1523,1285,0.0919894051113179,0.182225197707017,0.976578645235362,2,1,2
"168","bartlesville, oklahoma",2,"4004450",36412,1329,1253,5328,24733,1860,301,432,1475,7921,0.320260380867667,0.036498956388004,0.942814145974417,2,1,1
"169","basking ridge, new jersey",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","bastrop, texas",1,"4805864",8776,368,261,1290,5760,536,22,56,230,1904,0.330555555555556,0.0419325432999088,0.709239130434783,NA,NA,NA
"171","batavia, illinois",1,"1704078",26250,737,736,5523,17950,2663,407,472,1357,9065,0.505013927576602,0.0280761904761905,0.998643147896879,NA,NA,NA
"172","batavia, new york",1,"3604715",14578,738,685,1360,10248,871,121,86,564,2438,0.237900078064012,0.0506242282892029,0.928184281842818,NA,NA,NA
"173","batesville, arkansas",1,"0504030",10706,490,400,1223,7006,337,130,92,874,1782,0.25435341136169,0.0457687278161778,0.816326530612245,1,NA,1
"174","bath, maine",3,"2303355",8319,59,58,996,5791,759,144,161,340,2060,0.355724399930927,0.00709219858156028,0.983050847457627,NA,NA,NA
"175","baton rouge, louisiana",11,"2205000",224149,122516,119218,26249,136122,12017,3603,3345,25745,45214,0.332157917162545,0.546582853369857,0.973081066962682,6,6,4
"176","battle creek, michigan",2,"2605920",51316,9153,8896,4835,33949,2113,283,187,2113,7418,0.218504226928628,0.178365422090576,0.971921774281656,2,NA,1
"177","bay lake, florida",1,"1204150",61,0,0,17,43,0,0,0,6,17,0.395348837209302,0,NA,NA,NA,NA
"178","bay saint louis, mississippi",1,"2803980",13018,2060,2014,1561,9185,700,124,109,589,2494,0.271529667936854,0.158242433553541,0.977669902912621,NA,NA,NA
"179","bay shore, new york",2,"3604935",29799,7354,7303,3030,19274,1946,810,240,2159,6026,0.312649164677804,0.24678680492634,0.993064998640196,NA,NA,NA
"180","bay, michigan",3,"2606020",33167,1077,1000,2625,22309,690,158,133,1473,3606,0.16163880048411,0.0324720354569301,0.928505106778087,NA,NA,NA
"181","bay, ohio",2,"3904416",15325,211,173,4328,10689,1798,730,307,314,7163,0.670128169145851,0.013768352365416,0.819905213270142,NA,NA,NA
"182","bayonne, new jersey",1,"3403580",65091,6888,6854,11663,45531,3912,856,524,2867,16955,0.372383650699523,0.105821081255473,0.995063879210221,NA,NA,NA
"183","baytown, texas",1,"4806128",76635,13430,13306,4893,47338,1491,498,226,4424,7108,0.150154210148295,0.175246297383702,0.990766939687267,1,1,1
"184","beachwood, ohio",1,"3904500",11663,1394,1168,2374,8968,1552,1121,647,287,5694,0.634924174843889,0.119523278744748,0.837876614060258,NA,NA,NA
"185","beacon, new york",6,"3605100",13634,2173,2117,1899,9823,1143,154,93,459,3289,0.334826427771557,0.15938095936629,0.974229176254027,NA,NA,NA
"186","beardstown, illinois",1,"1704351",5682,626,621,260,3593,98,7,6,117,371,0.103256331756193,0.110172474480817,0.992012779552716,NA,NA,NA
"187","beatrice, nebraska",1,"3103390",12300,116,107,1199,8716,335,68,46,357,1648,0.189077558513079,0.00943089430894309,0.922413793103448,NA,NA,NA
"188","beaufort, north carolina",2,"3704260",4343,534,449,617,3393,208,40,74,320,939,0.276746242263484,0.122956481694681,0.840823970037453,NA,NA,NA
"189","beaufort, south carolina",3,"4504690",13404,3763,3443,1639,8993,924,309,116,683,2988,0.332258423218058,0.280737093404954,0.914961466914696,NA,NA,NA
"190","beaumont, texas",3,"4807000",118151,55386,53214,12022,75668,4502,1090,940,6826,18554,0.245202727705239,0.468773010808203,0.96078431372549,2,1,2
